
 Lista de Imóveis da Caixa;;Data de geração:;19/09/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444425246249 ;MG ;LAVRAS ;VILA SAO FRANCISCO ;RUA ALFERES FRANCISCO ALVES DE AZEVEDO, N. 50, QD 07 LT 355 ZN 29 ;195.370,04;195.370,04;0.00;Casa, 70.00 de área total, 70.00 de área privativa, 142.72 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425246249
 1444419732848 ;MG ;LAVRAS ;MORADA DO SOL III ;RUA ORLANDO CORSINI GATTINI, N. 170, ST 07 ZN 26 QD 256 LT 130 ;753.480,07;603.930,00;0.00;Casa, 190.64 de área total, 190.64 de área privativa, 368.59 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419732848
 8444415868379 ;MG ;LEOPOLDINA ;JOAO PAULO II ;RUA LOURENCO IENACO, N. 78, CASA  A ;94.638,61;159.702,11;40.75;Casa, 55.50 de área total, 55.50 de área privativa, 204.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415868379
 8444407324721 ;MG ;LUZ ;SOLAR CAETANO ;PRAÇA DONA INEZ BOTINHA, N. 10, Apto 01, QD 07 LT 11 LOT SOLAR CAETANO ;30.804,86;73.000,00;57.81;Apartamento, 0.00 de área total, 65.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407324721
 8444425475191 ;MG ;MARIO CAMPOS ;BOM JARDIM ; AV BOM JARDIM, N. 218, CS01, LT 39 QD09 ;188.757,92;173.791,98;0.00;Casa, 47.14 de área total, 47.14 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425475191
 8444416274405 ;MG ;MATEUS LEME ;VALE DOS ARAÇAS ;RUA CAMILO DE SOUZA, N. 699, UNIDADE 4 LT 22 QD 33 ;63.875,71;136.000,00;53.04;Casa, 0.00 de área total, 58.04 de área privativa, 75.08 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416274405
 8444416273727 ;MG ;MATEUS LEME ;VALE DOS ARAÇAS ; CAMILO DE SOUZA, N. 689, UN 01 - LT 22 QD 33 ;68.787,97;120.000,00;42.68;Casa, 0.00 de área total, 58.04 de área privativa, 109.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416273727
 8444427996440 ;MG ;MATEUS LEME ;RECANTO DO LAGO AZUL ;RUA ZE VILACA, N. 686, CS 09 ;67.641,51;118.000,00;42.68;Casa, 0.00 de área total, 42.38 de área privativa, 62.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427996440
 8444412492874 ;MG ;MATEUS LEME ;PLANALTO ; ALAMEDA DO ALECRIM, N. 281, CS.201 ;85.477,60;146.000,00;41.46;Casa, 0.00 de área total, 40.95 de área privativa, 53.45 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412492874
 8444423452259 ;MG ;MATEUS LEME ;B. PLANALTO ; ALAMEDA DAS PALMAS, N. 203, CS 06 LT 19A QD 35 ;87.233,99;149.000,00;41.46;Casa, 58.80 de área total, 58.80 de área privativa, 130.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423452259
 8444412608570 ;MG ;MATEUS LEME ;VILA SUZANA ; RUA OSVALDO CRUZ, N. 438, CS 02 ;145.000,00;145.000,00;0.00;Casa, 47.40 de área total, 47.40 de área privativa, 128.65 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412608570
 8444416371354 ;MG ;MATEUS LEME ;VALE DOS ARAÇAS ; RUA CAMILO DE SOUZA, N. 689, UN 03, 2º SECÇÃO LT22 QD 33 ;160.000,00;160.000,00;0.00;Casa, 70.54 de área total, 58.04 de área privativa, 83.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416371354
 8444418210544 ;MG ;MATEUS LEME ;IMPERATRIZ ; RUA RIBEIRÃO PIRES, N. 109, CASA 03,QD. 28 LOTE 08 ;184.242,67;184.242,67;0.00;Casa, 119.52 de área total, 44.80 de área privativa, 119.52 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418210544
 8444430215674 ;MG ;MATEUS LEME ;JARDIM DAS MANGABEIR ; AVENIDA UMBELINO CARVALHO, N. 464, CASA 02 LOTE 03 QD. 05 VG. 02 ;150.000,00;150.000,00;0.00;Casa, 44.40 de área total, 44.40 de área privativa, 84.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430215674
 1444421602352 ;MG ;MATIAS BARBOSA ;MONTE ALEGRE ;RUA PRESIDENTE RAUL SOARES, N. 838, CASA 101, BL 7 ;90.472,07;152.000,00;40.48;Casa, 0.00 de área total, 54.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444421602352
 8444406690317 ;MG ;MATOZINHOS ;PRESIDENTE ;R PRESIDENTE GETÚLIO VARGAS, N. 95A, CS 02 LT 24 QD 34 ;62.856,87;110.000,00;42.86;Casa, 108.99 de área total, 47.23 de área privativa, 108.99 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406690317
 8555537715005 ;MG ;MATOZINHOS ;ESTACÃO ; RUA  DR JURANDIR CAMPOS, N. 1199, Apto 203, BLOCO 07, VG SN ;67.916,66;118.480,00;42.68;Apartamento, 51.07 de área total, 51.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537715005
 8444420277472 ;MG ;MATOZINHOS ;PRESIDENTE ;RUA PRESIDENTE EURICO GASPAR DUTRA, N. 60, LT 21 QD 36 ;98.222,55;170.000,00;42.23;Casa, 0.00 de área total, 62.04 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420277472
 8444414701551 ;MG ;MATOZINHOS ;BAIRRO PRESIDENTE ; PRESIDENTE EURICO GASPAR DUTRA, N. 11B, CASA 03 ;57.891,78;100.000,00;42.11;Casa, 118.80 de área total, 44.40 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414701551
 8444407081357 ;MG ;MATOZINHOS ;PRESIDENTE ; RUA PRESIDENTE AFONSO PENA, N. 678-B, CS 03 ;78.781,14;136.000,00;42.08;Casa, 87.38 de área total, 47.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407081357
 8444407133098 ;MG ;MATOZINHOS ;PRESIDENTE ; RUA PRESIDENTE ERNESTO GEISEL, N. 103A, CS 02 QD 22 LT 24 ;74.726,23;129.000,00;42.08;Casa, 44.40 de área total, 44.40 de área privativa, 59.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407133098
 8444407416022 ;MG ;MATOZINHOS ;PRESIDENTE ; PRESIDENTE TANCREDO NEVES, N. 190-B, CASA 03, LOTE 22 QUADRA 21 ;72.988,41;126.000,00;42.08;Casa, 45.04 de área total, 45.04 de área privativa, 90.24 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407416022
 8444408488531 ;MG ;MATOZINHOS ;PRESIDENTE ; AVENIDA CÉSAR JULIÃO CECÉ DE SALES, N. 222-B, CS 03 ;79.360,41;137.000,00;42.08;Casa, 0.00 de área total, 54.63 de área privativa, 120.56 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408488531
 8444410535770 ;MG ;MATOZINHOS ;PRESIDENTE ;RUA PRESIDENTE AFONSO PENA, N. 368A, Apto 102, ;76.464,05;132.000,00;42.08;Apartamento, 0.00 de área total, 63.87 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410535770
 8444412601754 ;MG ;MATOZINHOS ;PRESIDENTE ; RUA PRESIDENTE CAMPOS SALES, N. 393C, CS04,QUADRA 12, LOTE 14 ;78.201,87;135.000,00;42.08;Casa, 46.80 de área total, 46.80 de área privativa, 90.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412601754
 8444417312815 ;MG ;MATOZINHOS ;PRESIDENTE ;RUA PRESIDENTE EURICO GASPAR, N. 11A, CS 02 ;78.201,87;135.000,00;42.08;Casa, 0.00 de área total, 44.40 de área privativa, 65.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417312815
 8444408198487 ;MG ;MATOZINHOS ;CENTRO ; RUA PRESIDENTE RODRIGUES ALVES, N. 30-B, CS 02, QD 15 ;73.567,68;127.000,00;42.08;Casa, 54.05 de área total, 54.05 de área privativa, 100.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408198487
 8787708622546 ;MG ;MATOZINHOS ;CENTRO ;AV ANDRE FAVALELLI, N. 500, Apto 02, BL 09 ;79.360,41;137.000,00;42.08;Apartamento, 50.54 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708622546
 8555539289780 ;MG ;MATOZINHOS ;ESTACÃO ; R DR JURANDIR COSTA CAMPOS, N. 1199, Apto 201, BL 07 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 51.14 de área privativa, 11050.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539289780
 8555538330085 ;MG ;MATOZINHOS ;ESTACÃO ; RUA DR JURANDIR COSTA CAMPOS, N. 1199, Apto 202, BL 01 ;96.592,92;163.000,00;40.75;Apartamento, 51.14 de área total, 51.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538330085
 8555539290125 ;MG ;MATOZINHOS ;ESTACÃO ; DR. JURANDIR COSTA CAMPOS, N. 1199, Apto 102, BL 04 ;99.555,89;168.000,00;40.75;Apartamento, 0.00 de área total, 51.14 de área privativa, 11050.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539290125
 8787704950352 ;MG ;MATOZINHOS ;ESTACÃO ;AVENIDA ANDRE FAVALELLI, N. 500, Apto 10, BL 13 VG 220 ;94.815,14;160.000,00;40.75;Apartamento, 0.00 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704950352
 8444408377497 ;MG ;MATOZINHOS ;PRESIDENTE ; RUA PRESIDENTE EURICO GASPAR DUTRA, N. 182 A, CASA, 3501 ;81.457,33;134.800,00;39.58;Casa, 143.93 de área total, 49.98 de área privativa, 333.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408377497
 8444411655877 ;MG ;MATOZINHOS ;MATOZINHOS ; RUA PRESIDENTE GETULIO VARGAS, N. 272, SN, QD 31 1LT17 ;81.578,19;135.000,00;39.58;Casa, 52.50 de área total, 52.50 de área privativa, 359.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411655877
 8444416629270 ;MG ;MATOZINHOS ;CENTRO ; PRESIDENTE AFONSO PENA, N. 267, CS.02, QD.42 LT.22 ;120.882,70;200.000,00;39.56;Casa, 0.00 de área total, 48.83 de área privativa, 404.24 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416629270
 1444411491159 ;MG ;MATOZINHOS ;BOM JESUS ; RUA EQUADOR, N. 630, CS 25, QD 107 ;159.328,58;250.000,00;36.27;Casa, 0.00 de área total, 163.33 de área privativa, 360.00 de área do terreno, a.serv.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411491159
 1444407261500 ;MG ;MATOZINHOS ;CENTRO ; RUA MARIA ALICE MARTINS, N. 26, AÁREA B ;274.045,15;430.000,00;36.27;Casa, 0.00 de área total, 331.96 de área privativa, 186.14 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407261500
 8555539461000 ;MG ;MATOZINHOS ;ESTACÃO ; RUA DOUTOR JURANDIR COSTA CAMPOS, N. 1199, Apto 102, BL 07 ;145.000,00;145.000,00;0.00;Apartamento, 75.98 de área total, 55.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539461000
 8787701096121 ;MG ;MATOZINHOS ;ESTACÃO ; AV ANDRE FAVALELLI, N. 500, Apto 18, BL02 ;138.000,00;138.000,00;0.00;Apartamento, 50.54 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701096121
 8787701695343 ;MG ;MATOZINHOS ;ESTACÃO ; AVENIDA ANDRE FAVALELLI, N. 500, Apto 14, BL 03, PAV 03 ;127.000,00;127.000,00;0.00;Apartamento, 50.54 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701695343
 8787707039480 ;MG ;MATOZINHOS ;ESTACÃO ; AVENIDA ANDRE FAVALELLI, N. 500, Apto 07, BL19 ;141.000,00;141.000,00;0.00;Apartamento, 50.54 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707039480
 8787701222038 ;MG ;MATOZINHOS ;CENTRO ; AVENIDA ANDRE FAVALELLI, N. 500, Apto 11, BL 08 ;186.899,18;186.899,18;0.00;Apartamento, 50.54 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701222038
 8444416804048 ;MG ;MONTE ALEGRE DE MINAS ;SAO FRANCISCO ; RUA ALAN KARDEC DOS REIS, N. 598, IMOVEL 0504 QD 0148 UNID 001 ;81.578,19;135.000,00;39.58;Casa, 150.00 de área total, 47.40 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416804048
 10192859 ;MG ;MONTE CARMELO ;BAIRRO BELO HORIZONT ;RUA PIAUI, N. 344, UN 01 ;677.765,22;1.480.000,00;54.21;Comercial, 0.00 de área total, 771.72 de área privativa, 300.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10192859
 8444408605961 ;MG ;MONTE CARMELO ;SÃO SEBASTIÃO I ; AVENIDA 02, N. 740, QD G ;39.687,79;65.500,00;39.41;Casa, 0.00 de área total, 20.38 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408605961
 1555520472831 ;MG ;MONTE CARMELO ;RESID MUNDO NOVO II ; RUA DEZ, N. 221, ;192.468,92;302.000,00;36.27;Casa, 0.00 de área total, 69.76 de área privativa, 311.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555520472831
 8787711469109 ;MG ;MONTES CLAROS ;SAO JUDAS TADEU ;RUA ELIS CHAMONE, N. SN, Apto 102,  BL 02 ;71.080,90;124.000,00;42.68;Apartamento, 0.00 de área total, 56.33 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711469109
 8444415409226 ;MG ;MONTES CLAROS ;SAO GERALDO II ;RUA F, N. 142, CS 01 LT 12 QD 13 ;74.146,96;128.000,00;42.08;Casa, 53.88 de área total, 108.10 de área privativa, 216.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415409226
 8555537923511 ;MG ;MONTES CLAROS ;VILLAGE DO LAGO I ;RUA QUATRO, N. 7, Apto 202, BL. C ;87.819,45;150.000,00;41.46;Apartamento, 67.07 de área total, 46.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537923511
 8787709727023 ;MG ;MONTES CLAROS ;JARDIM PRIMAVERA ;AVENIDA MARIA JOSE NUNES, N. SN, Apto 102, BL 06, VAGA N 02 ;108.444,81;183.000,00;40.75;Apartamento, 0.00 de área total, 54.31 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709727023
 8787710327084 ;MG ;MONTES CLAROS ;JARDIM PRIMAVERA ;AVENIDA MARIA JOSE NUNES, N. 750, Apto 101, BLOCO 05 ;103.704,06;175.000,00;40.75;Apartamento, 0.00 de área total, 54.31 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710327084
 8787709701008 ;MG ;MONTES CLAROS ;RES VILA SEGURA ; AVENIDA D, N. SN, Apto 102, BL 11 ;132.970,97;220.000,00;39.56;Apartamento, 0.00 de área total, 54.31 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709701008
 8444412888859 ;MG ;MONTES CLAROS ;JARDIM PRIMAVERA ;ALAMEDA BEIJA-FLOR, N. 1150, LT 19-B QD 84 ;120.882,70;200.000,00;39.56;Casa, 62.02 de área total, 62.02 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412888859
 8787715278855 ;MG ;MONTES CLAROS ;SAO JUDAS TADEU ; AVENIDA DOUTOR AVILMAR GONÇALVES DE OLIVEIRA, N. 4247, Apto 403, BL - 13 ;123.300,35;204.000,00;39.56;Apartamento, 0.00 de área total, 40.83 de área privativa, 61.93 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715278855
 8555514864616 ;MG ;MONTES CLAROS ;CARMELO ;RUA LAGOA DO ABAETE, N. 112, LT 15 QD 53 ;155.525,34;254.000,00;38.77;Casa, 69.87 de área total, 69.87 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514864616
 1444403683508 ;MG ;MONTES CLAROS ;MARACANA ;RUA DO CRUZEIRO, N. 240, Apto 102, ;108.080,77;175.000,00;38.24;Apartamento, 0.00 de área total, 64.87 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403683508
 1555505094333 ;MG ;MONTES CLAROS ;IBITURUNA ;RUA LAZINHO PIMENTA, N. 400, LT 31, QD 10-A, JARDIM PAMPULHA ;624.568,01;980.000,00;36.27;Casa, 0.00 de área total, 255.08 de área privativa, 586.42 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555505094333
 8444425713424 ;MG ;MONTES CLAROS ;ACACIAS ;RUA B, N. 259A, 02, 1329 ;133.466,83;185.000,00;27.86;Casa, 50.00 de área total, 50.00 de área privativa, 100.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425713424
 1787701318401 ;MG ;MONTES CLAROS ;BARCELONA PARK ;RUA ADERALDINO FERNANDES DA SILVA, N. SN, Apto 502, BL 04 ;195.000,00;195.000,00;0.00;Apartamento, 63.02 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701318401
 8555500133452 ;MG ;MONTES CLAROS ;SANTO ANTONIO ;RUA DEZENOVE, N. 197, 0, 12708 ;252.000,00;252.000,00;0.00;Casa, 70.00 de área total, 70.00 de área privativa, 200.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555500133452
