
 Lista de Imóveis da Caixa;;Data de geração:;19/09/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444406616290 ;MG ;ESMERALDAS ;POUSADAS DO LAGO ;RUA BOM DESPACHO, N. 202, CS 01 ;94.815,14;160.000,00;40.75;Casa, 58.66 de área total, 46.66 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406616290
 8444411567200 ;MG ;ESMERALDAS ;RECANTO VERDE ;RUA TURQUIA, N. 50, CASA 02 ;93.037,35;157.000,00;40.75;Casa, 51.94 de área total, 51.94 de área privativa, 197.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411567200
 8444411378660 ;MG ;ESMERALDAS ;MEDITERRANEO (MELO VIANA) ;RUA SEBASTIAO JOAQUIM COSTA, N. 98, Apto 102, ;100.741,08;170.000,00;40.75;Apartamento, 68.63 de área total, 52.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411378660
 8444408559595 ;MG ;ESMERALDAS ;VALE DO PALMITAL (MELO VIANA) ;RUA PANAMA, N. 387, CS 01 LT 29 QD 23 ;97.778,11;165.000,00;40.75;Casa, 180.00 de área total, 50.67 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408559595
 1444416668650 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA RECANTO DOS CANARIOS, N. 1073, CASA 04 ;71.789,15;120.000,00;40.18;Casa, 44.07 de área total, 44.07 de área privativa, 132.35 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416668650
 8444402857020 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DO PASSARO PRETO (ANTIGA RUA DOIS), N. 249, CASA 01, VG SN ;114.838,57;190.000,00;39.56;Casa, 47.25 de área total, 47.25 de área privativa, 230.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402857020
 8555508298485 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA MONTEIRO LOBATO (ANTIGA RUA 12), N. 292, CS 02 ;111.816,50;185.000,00;39.56;Casa, 44.98 de área total, 44.98 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508298485
 8444406984795 ;MG ;ESMERALDAS ;RECANTO DO ELDORADO ; RUA L, N. 788, CASA-10 ;49.079,55;81.000,00;39.41;Casa, 0.00 de área total, 46.97 de área privativa, 185.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406984795
 8444414769806 ;MG ;ESMERALDAS ;NOVA ESMERALDAS ;RUA X, N. 168, CS 01 ;94.623,28;155.000,00;38.96;Casa, 0.00 de área total, 62.84 de área privativa, 229.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414769806
 8444411174810 ;MG ;ESMERALDAS ;RECANTO VERDE ;AVENIDA ROMENIA, N. 185, LT 14 QD 44 ;91.570,92;150.000,00;38.96;Casa, 90.00 de área total, 48.71 de área privativa, 90.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411174810
 8444408855151 ;MG ;ESMERALDAS ;SANTA CECILIA ;RUA JOVIANO NAVES, N. 458, CS 03 ;90.756,99;148.666,72;38.96;Casa, 108.00 de área total, 51.04 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408855151
 8444410514153 ;MG ;ESMERALDAS ;SANTA CECILIA ;RUA JOVIANO NAVES, N. 458, CS 01 ;90.960,45;149.000,00;38.96;Casa, 120.00 de área total, 51.04 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410514153
 8787706719585 ;MG ;ESMERALDAS ;CENTRO ; RUA VIRGÍLIO DO CARMO ROCHA, N. 166, Apto 301, BL 04 ;150.626,91;246.000,00;38.77;Apartamento, 81.02 de área total, 66.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706719585
 8444417342994 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;AVENIDA WEVERTON DA SILVA, N. 1263, CS 01 QD 22 LT 07 ;104.992,75;170.000,00;38.24;Casa, 68.17 de área total, 68.17 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417342994
 8444406263842 ;MG ;ESMERALDAS ;SAO PEDRO ; RUA DOIS, N. 385, CS 06 ;104.992,75;170.000,00;38.24;Casa, 71.84 de área total, 56.24 de área privativa, 120.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406263842
 8444408441438 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA GUANHAES, N. 129, CASA 09 ;107.852,11;174.629,76;38.24;Casa, 116.30 de área total, 56.53 de área privativa, 916.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408441438
 8444420178474 ;MG ;ESMERALDAS ;QUINTAS SAO JOSE (MELO VIANA) ; RUA IPATINGA, N. 113, 2, ;98.816,70;160.000,00;38.24;Casa, 0.00 de área total, 55.56 de área privativa, 266.60 de área do terreno,  3 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420178474
 8444407861085 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA ANDORINHA, N. 684, CS 01 ;135.000,00;135.000,00;0.00;Casa, 47.25 de área total, 47.25 de área privativa, 186.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407861085
 8444413173888 ;MG ;ESMERALDAS ;NOVO RETIRO ;RUA LIRIO DOS VALES, N. 511, Apto 102, ;150.000,00;150.000,00;0.00;Apartamento, 90.24 de área total, 55.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413173888
 8787704749991 ;MG ;ESMERALDAS ;RECANTO VERDE ;RUA PORTUGAL, N. 371, Apto 201, BL 06 ;136.000,00;136.000,00;0.00;Apartamento, 48.55 de área total, 46.14 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704749991
 1444402577100 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA VINTE E QUATRO, N. 129, CS 08 ;190.000,00;190.000,00;0.00;Casa, 88.75 de área total, 56.53 de área privativa, 916.70 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402577100
 8444401883940 ;MG ;ESMERALDAS ;SAO PEDRO ; RUA MACHADO DE ASSIS, N. 625, CS 03 LT 28 QD 30 ;133.000,00;133.000,00;0.00;Casa, 57.60 de área total, 57.60 de área privativa, 67.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401883940
 8444404074678 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA ITAUNA, N. 64, CS 03 ;169.000,00;169.000,00;0.00;Casa, 52.33 de área total, 52.33 de área privativa, 128.48 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404074678
 8444412459788 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA PORTO SEGURO, N. 248, CS 02 ;177.000,00;177.000,00;0.00;Casa, 69.48 de área total, 69.48 de área privativa, 180.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412459788
 8555510664442 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 694, CASA 01 ;138.000,00;138.000,00;0.00;Casa, 56.23 de área total, 56.23 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555510664442
 8555512002870 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA MACHADO DE ASSIS, N. 181, CS02, QD08, LT17 ;173.790,00;173.790,00;0.00;Casa, 79.74 de área total, 44.16 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512002870
 8444400805333 ;MG ;ESMERALDAS ;RECREIO DO TIJUCO (MELO VIANA) ;RUA QUATRO, N. 37, CS 02 ;106.583,27;106.583,27;0.00;Casa, 90.00 de área total, 44.71 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400805333
 8444429623683 ;MG ;ESMERALDAS ;SAO PEDRO ; RUA SALINAS, N. 587, Apto 201, BL 04 ;130.499,43;130.000,00;0.00;Apartamento, 65.82 de área total, 46.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429623683
 8444412132410 ;MG ;ESMERALDAS ;SAO FRANCISCO DE ASSIS ;RUA AMAZONAS, N. 119, CS 01 QD 20 LT 42 ;154.818,31;154.000,00;0.00;Casa, 51.85 de área total, 51.85 de área privativa, 214.30 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412132410
 8787704632180 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 302, BLOCO 04 ;117.184,72;115.000,00;0.00;Apartamento, 44.70 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704632180
 8444403400512 ;MG ;ESMERALDAS ;RECREIO DO TIJUCO (MELO VIANA) ;RUA CINCO, N. 90, CS 2 QD 6 LT 14 ;126.780,87;120.000,00;0.00;Casa, 73.10 de área total, 56.93 de área privativa, 360.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403400512
 8444409812766 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA PETROLINA, N. 893, CS 01 ;157.292,89;145.000,00;0.00;Casa, 55.92 de área total, 124.08 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409812766
 8444423706153 ;MG ;ESMERALDAS ;SANTA CECILIA ; RUA NOSSA SENHORA APARECIDA, N. 170, CS 01 LT 68 QD 24 ;131.974,56;121.000,00;0.00;Casa, 76.24 de área total, 47.90 de área privativa, 76.24 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423706153
 8444406597465 ;MG ;ESMERALDAS ;DUMAVILLE ;AVENIDA LUIZA GONÇALVES DE OLIVEIRA, N. 570, CASA 27 ;168.294,34;147.000,00;0.00;Casa, 211.81 de área total, 47.79 de área privativa, 162.15 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406597465
 8444424477883 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DOS BEM-TE-VIS, N. 148, CS 02, LT 11, QD 10 ;140.027,27;112.000,00;0.00;Casa, 189.09 de área total, 48.21 de área privativa, 140.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424477883
 8444405407506 ;MG ;ESMERALDAS ;SANTA CECILIA ;RUA NOSSA SENHORA DA ABADIA, N. 335, CASA 01 ;157.690,96;120.000,00;0.00;Casa, 182.25 de área total, 51.70 de área privativa, 182.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405407506
 8444402823045 ;MG ;ESPERA FELIZ ;ESPERA FELIZ ; RUA DAVID GOMES DA SILVA, N. 79, LT 01 QD C ;65.000,00;65.000,00;0.00;Casa, 75.73 de área total, 75.73 de área privativa, 79.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402823045
 8444425296866 ;MG ;FELIXLANDIA ;ELDORADO ; RUA CEDROS, N. 215, QD 5, LT 01 ;134.046,85;176.000,00;23.84;Casa, 52.22 de área total, 52.22 de área privativa, 248.07 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425296866
 8444422563383 ;MG ;FELIXLANDIA ;ELDORADO ; RUA FLAMBOYANTS, N. 330, LT 13 QD 13 ;113.000,00;113.000,00;0.00;Casa, 34.96 de área total, 34.96 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422563383
 8444427984727 ;MG ;FELIXLANDIA ;ELDORADO ; RUA PEROBAS, N. 169, QD10 LT07 ;132.000,00;132.000,00;0.00;Casa, 40.08 de área total, 40.08 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427984727
 1444405902363 ;MG ;FLORESTAL ;N. SENHORA APARECIDA ; RUA DAS PAINEIRAS, N. 511, ;345.404,10;219.000,00;0.00;Casa, 75.05 de área total, 75.05 de área privativa, 249.95 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405902363
 8444405617241 ;MG ;FORMOSO ;AEROPORTO ; RUA TIRADENTES, N. 105, LT 10-A QD 30-F ;59.788,83;99.000,00;39.61;Casa, 64.13 de área total, 64.13 de área privativa, 192.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405617241
 8444401934447 ;MG ;FORTUNA DE MINAS ;FLORESTA ; RUA UM, N. 377, QD 01, LT 30 ;82.566,26;80.000,00;0.00;Casa, 51.00 de área total, 51.00 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401934447
 1444420109482 ;MG ;FRONTEIRA ;FRONTEIRA ; RUA PROJETADA 01, N. S/N, QD 11 LT 03-A ;159.328,58;250.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420109482
 8444423003845 ;MG ;FRUTAL ;CAMILLA MENEZES ;RUA ZELIA GATTAI, N. SN, LT 11 QD 13 ;106.225,67;190.000,00;44.10;Casa, 0.00 de área total, 69.93 de área privativa, 181.25 de área do terreno,  2 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423003845
 8555504446080 ;MG ;FRUTAL ;IPE AMARELO ; RUA ELEUSA BANDEIRA DA SILVA (ANTIGA RUA 02), N. 221, LT 26 QD 616 ;166.976,35;262.000,00;36.27;Casa, 113.89 de área total, 32.25 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504446080
 8444426568550 ;MG ;FRUTAL ;RESIDENCIAL DAS AMERICAS ;RUA CUBA, N. SN, QD 1210 LT 3 ;163.078,74;80.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426568550
 8787705621328 ;MG ;GOVERNADOR VALADARES ;SAO RAIMUNDO ;RUA TURMALINA, N. 380, Apto 402, BL 05, 4 PAVIMENTO ;87.819,45;150.000,00;41.46;Apartamento, 68.63 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705621328
 8787711633200 ;MG ;GOVERNADOR VALADARES ;PORTO DAS CANOAS ;RUA SOLDADO EDSON VELOSO, N. 1725, CASA 122 VAGA 122 ;100.741,08;170.000,00;40.75;Casa, 101.36 de área total, 101.36 de área privativa, 44586.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711633200
 8444419294067 ;MG ;GOVERNADOR VALADARES ;VALE DO SOL II ;RUA QUINZE, N. 49, ;138.410,69;229.000,00;39.56;Casa, 75.11 de área total, 62.61 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419294067
 1555515767861 ;MG ;GOVERNADOR VALADARES ;CENTRO ;AVENIDA MINAS GERAIS, N. 776, Apto 0, LJ I PAV TERREO ;292.049,27;470.000,00;37.87;Loja, 0.00 de área total, 69.51 de área privativa, 0.00 de área do terreno, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555515767861
 8787709839980 ;MG ;GOVERNADOR VALADARES ;PORTO DAS CANOAS ;RUA SOLDADO EDSON VELOSO, N. 1725, CASA Nº 3 LOTE 01 QD. 01 VG. 03 ;176.000,00;176.000,00;0.00;Casa, 101.36 de área total, 101.36 de área privativa, 187.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709839980
 8787711299890 ;MG ;GOVERNADOR VALADARES ;PORTO DAS CANOAS ;RUA SOLDADO EDSON VELOSO, N. 1725, CS 125 ;168.000,00;168.000,00;0.00;Casa, 48.81 de área total, 48.81 de área privativa, 101.36 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711299890
 8444426603754 ;MG ;GUARDA-MOR ;PARQUE DAS NASCENTES ; RUA SEBASTIÃO DIAS NAZAR, N. S/N, A1 LOTE, QUADRA 2 ;76.288,51;75.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 175.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426603754
 10217514 ;MG ;IBIA ;NOSSA SRA DE FATIMA ;RUA 165 (ANTIGA RUA A), N. 152, QD 002, LT 004 ;343.000,00;239.996,34;0.00;Casa, 0.00 de área total, 154.59 de área privativa, 240.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10217514
 8444404171878 ;MG ;IBIRITE ;OURO NEGRO ;RUA MARANHAO, N. 330, CS 1 LOTE 02 QD 21 ;98.963,30;167.000,00;40.75;Casa, 0.00 de área total, 48.40 de área privativa, 86.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404171878
 8444412560900 ;MG ;IBIRITE ;ELDORADO (PARQUE DURVAL DE BARROS) ;RUA ZIPA, N. 52, Apto 202, 2º PAVIMENTO ;120.882,70;200.000,00;39.56;Apartamento, 60.91 de área total, 56.85 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412560900
 8444421788918 ;MG ;IBIRITE ;NOVO HORIZONTE ;RUA ALUMINIO, N. 52, CS 02, LT 19, QD 06 ;250.000,00;210.000,00;0.00;Casa, 88.11 de área total, 88.11 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421788918
 1444406621490 ;MG ;IGARAPE ;RESPLENDOR ;RUA ORIDES DA SILVA COUTO, N. 72, CS 02 ;76.618,21;150.000,00;48.93;Casa, 0.00 de área total, 78.30 de área privativa, 120.86 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), DCE, sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406621490
 8444403215910 ;MG ;IGARAPE ;CANARINHO ;RUA ARLETE TEIXEIRA DA SILVA, N. 243, CASA 03 LOTE 11 QUADRA 07 ;100.741,08;170.000,00;40.75;Casa, 67.25 de área total, 57.90 de área privativa, 132.34 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403215910
 8555536326056 ;MG ;IGARAPE ;ATENAS ;AVENIDA JOAO PAULO II, N. 199, Apto 201, BL 15 ;175.000,00;175.000,00;0.00;Apartamento, 109.37 de área total, 49.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536326056
