
 Lista de Imóveis da Caixa;;Data de geração:;19/09/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1600000055933 ;AL ;MACEIO ;FAROL ;RUA JEQUITIBA, N. 72, . ;494.960,79;776.635,31;36.27;Casa, 0.00 de área total, 211.66 de área privativa, 450.00 de área do terreno,  3 qto(s), WC, WC Emp, 2 sala(s), DCE, cozinha, Terraco, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000055933
 1444400574430 ;AL ;MACEIO ;MANGABEIRAS ;AVENIDA JOAO DAVINO, N. 306, Apto 404, ;210.313,72;330.000,00;36.27;Apartamento, 145.46 de área total, 89.05 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400574430
 1444419038852 ;AL ;MACEIO ;MANGABEIRAS ; RUA PROJETADA B, N. 28, LT 08 QD C ;914.729,85;1.435.288,45;36.27;Casa, 244.48 de área total, 244.48 de área privativa, 323.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419038852
 1204700000144 ;AL ;MACEIO ;CENTRO ;AVENIDA DUQUE DE CAXIAS, N. 1766, Apto 101, PAV01 ;460.000,00;460.000,00;0.00;Apartamento, 335.09 de área total, 297.47 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1204700000144
 8444405972696 ;AL ;MACEIO ;CRUZ DAS ALMAS ;AVENIDA BOSQUE DAS ACACIAS, N. 43,  PARTE DO LT 4 ;251.000,00;251.000,00;0.00;Casa, 138.20 de área total, 138.20 de área privativa, 312.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405972696
 8555501138393 ;AL ;MACEIO ;BENEDITO BENTES ;AVENIDA ANTONIO LISBOA DE AMORIM, N. 327, CS 179 ;251.775,00;251.775,00;0.00;Casa, 211.83 de área total, 63.56 de área privativa, 120.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555501138393
 8555504608919 ;AL ;MACEIO ;BENEDITO BENTES ;AVENIDA ANTONIO LISBOA DE AMORIM, N. 322, Apto 107, BL 18 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 57.67 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504608919
 8555537144245 ;AL ;MACEIO ;BENEDITO BENTES ; RUA PROJETADA C, N. 105, Apto 102, BL 12 BOSQUE DAS ACÁCIAS ;146.000,00;146.000,00;0.00;Apartamento, 60.61 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537144245
 8555538810125 ;AL ;MACEIO ;BENEDITO BENTES ;RUA JOAO PAULO, N. 451, Apto 304, BL16 ;160.000,00;160.000,00;0.00;Apartamento, 131.67 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538810125
 1555532459916 ;AL ;MACEIO ;TABULEIRO DO MARTINS ; RUA 4F, N. SN, CS71  LT51 QD4F ;240.000,00;240.000,00;0.00;Casa, 105.52 de área total, 105.52 de área privativa, 127.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555532459916
 8555512818641 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA EM PROJETO, N. 20, QD-NII LT 09 MOD II ;108.000,00;108.000,00;0.00;Casa, 0.00 de área total, 50.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512818641
 8555512836151 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RUA EM PROJETO, N. 111, QD L LL LT 14 MODULO II ;130.500,00;130.500,00;0.00;Casa, 50.05 de área total, 50.05 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512836151
 8787702758314 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;ALAMEDA DOS ANTURIOS, N. 275, CS64  QDE ;283.030,19;283.030,19;0.00;Casa, 177.36 de área total, 101.30 de área privativa, 93.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702758314
 8555508696448 ;AL ;MACEIO ;PETROPOLIS ;RUA DA VITORIA, N. 894, Apto 002, BL 26 ;147.523,09;147.523,09;0.00;Apartamento, 47.28 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508696448
 8555525064446 ;AL ;MACEIO ;PETROPOLIS ; RUA DA VITÓRIA (ANTIGA RUA EXISTENTE), N. 1270, Apto 302, BL32 ;190.000,00;190.000,00;0.00;Apartamento, 42.44 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525064446
 1444409962042 ;AL ;MACEIO ;SAO JORGE ;RUA JOSE FRAGOSO DE OMENA, N. 1, Apto 01, BLB ;304.233,21;304.233,21;0.00;Apartamento, 117.61 de área total, 61.60 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409962042
 8555530281956 ;AL ;MACEIO ;SAO JORGE ;AVENIDA CORONEL SALUSTIANO SARMENTO, N. 258, Apto 1307, ;292.000,00;292.000,00;0.00;Apartamento, 0.00 de área total, 50.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530281956
 8444411680464 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA A, N. 819, LT 44, QD J-2 LOT ACAUA ;130.395,30;128.000,00;0.00;Casa, 0.00 de área total, 46.63 de área privativa, 160.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411680464
 1787700811759 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA 10, N. 3, Apto 307, BL B ;224.417,97;219.000,00;0.00;Apartamento, 96.75 de área total, 49.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700811759
 8555507953412 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA DOUTOR SEBASTIAO CORREIA DA ROCH, N. 1113, Apto 407, BL 3 ;204.486,38;197.000,00;0.00;Apartamento, 65.47 de área total, 51.90 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555507953412
 1444411200740 ;AL ;MACEIO ;JATIUCA ; RUA PROFESSOR DILERMANO REIS, N. 157, Apto 501, VG 13 ;482.329,64;453.282,61;0.00;Apartamento, 158.89 de área total, 85.95 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411200740
 8555533129128 ;AL ;MACEIO ;BENEDITO BENTES ;RUA SAO CAETANO, N. 175, Apto 304, BL 07 PAV 03 BOSQUE DAS UBAIAS ;141.365,91;132.394,18;0.00;Apartamento, 138.61 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533129128
 8787707671489 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1213, Apto 203, BL 11 ;171.736,79;160.500,00;0.00;Apartamento, 95.90 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707671489
 8787708237480 ;AL ;MACEIO ;TABULEIRO DO MARTINS ; RUA DR SEBASTIÃO CORREIA DA ROCHA, N. 1213, Apto 403, BL 11 ;138.501,06;125.000,00;0.00;Apartamento, 48.35 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708237480
 8555505955108 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RUA EM PROJETO 7667 -ATUAL GLEBA B, N. 140, Apto 501, BL 05 ;226.808,84;202.000,00;0.00;Apartamento, 75.33 de área total, 53.95 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505955108
 8555539998926 ;AL ;MACEIO ;ANTARES ;AVENIDA DEPUTADA SELMA BANDEIRA, N. 242, Apto 4, BL 03 ;250.274,64;220.000,00;0.00;Apartamento, 74.64 de área total, 60.95 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539998926
 8444430087587 ;AL ;MACEIO ;BENEDITO BENTES ;RUA VEREADOR JOSE RAIMUNDO DOS SANTOS, N. 95, Apto 003, BL 5 ;150.210,80;124.416,58;0.00;Apartamento, 136.18 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430087587
 1444421742197 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA JOSE SABINO DA SILVA, N. 95, QL 5 LT 10 ;305.556,45;252.000,00;0.00;Casa, 140.00 de área total, 140.00 de área privativa, 205.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444421742197
 8787710096899 ;AL ;MACEIO ;PETROPOLIS ;RUA SAO LUIZ, N. 400, Apto 402, BL11 PAV04 VG202 ;150.914,66;122.276,40;0.00;Apartamento, 93.49 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710096899
 8555518381601 ;AL ;MACEIO ;BENEDITO BENTES ;RUA VEREADOR JOSE RAIMUNDO DOS SANTOS, N. 95, Apto 304, BL 09 ;175.681,68;129.000,00;0.00;Apartamento, 136.18 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555518381601
 8555508233170 ;AL ;MAJOR ISIDORO ;CENTRO ; RUA MANOEL FERREIRA DE SOUZA, N. S/N,  FUNDOS COM A RUA ANTONIO WANDERLEY ;68.787,97;120.000,00;42.68;Casa, 0.00 de área total, 108.16 de área privativa, 268.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555508233170
 1444414467500 ;AL ;MARECHAL DEODORO ;POVOADO MUCURI ;RUA JOSE DAVI COSTA, N. S/N, AREA REMANESCENTE 03A ;345.513,53;1.315.000,00;73.73;Gleba, 6029.78 de área total, 0.00 de área privativa, 6029.78 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414467500
 8444411831292 ;AL ;MARECHAL DEODORO ;POVOADO  PEDRAS ;RODOVIA EDVAL LEMOS (AL - 215), N. 3345, CASA 02  LTS 19 E 20  QD A ;190.000,00;190.000,00;0.00;Casa, 0.00 de área total, 66.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411831292
 8555529202770 ;AL ;MARECHAL DEODORO ;POVOADO PEDRAS ;RUA EM PROJETO A17, N. 53, LT 13, QD 44 ;126.000,00;126.000,00;0.00;Prédio, 0.00 de área total, 45.30 de área privativa, 135.00 de área do terreno,  3 qto(s), varanda, a.serv, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529202770
 8444404001530 ;AL ;MARIBONDO ;Centro ;RUA NOVA (ANTIGA RUA DO MATADOURO), N. SN, ;115.579,85;115.579,85;0.00;Casa, 69.57 de área total, 69.57 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404001530
 1444405401518 ;AL ;PALMEIRA DOS INDIOS ;SAO CRISTOVAO ;RUA CACIQUE FRANCELINO, N. 436, . ;154.191,58;273.000,00;43.52;Casa, 0.00 de área total, 155.00 de área privativa, 228.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405401518
 10153507 ;AL ;PENEDO ;POVOADO ITAPORANGA ;RUA A, LT 13 DIST IND ROBERTO S PEIXOTO ;470.543,40;1.611.769,31;70.81;Gleba, 0.00 de área total, 0.00 de área privativa, 10992.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10153507
 8444407286013 ;AL ;PENEDO ;DOM CONSTANTINO ; RUA PROJETADA B, N. SN, QD 04, LT 68 ;102.000,00;170.000,00;40.00;Casa, 125.00 de área total, 125.00 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407286013
 8444400291291 ;AL ;PENEDO ;SENHOR DO BONFIM ; MARIO FREIRE LEAHY, N. 32, ;109.215,93;96.000,00;0.00;Casa, 80.05 de área total, 144.00 de área privativa, 321.00 de área do terreno,  3 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400291291
 8444408112078 ;AL ;PILAR ;CHÃ DE PILAR ; RUA EM PROJETO, N. 210, ;86.063,06;147.000,00;41.46;Casa, 0.00 de área total, 79.50 de área privativa, 127.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408112078
 8444400732603 ;AL ;PILAR ;CENTRO ; RUA SIMEÃO DE OLIVEIRA FORTES, N. 08, . ;87.233,99;149.000,00;41.46;Casa, 0.00 de área total, 79.80 de área privativa, 195.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400732603
 8444407883330 ;AL ;PILAR ;CENTRO ; RUA EM PROJETO, N. 24, 18 ;106.667,03;180.000,00;40.75;Casa, 0.00 de área total, 103.90 de área privativa, 124.74 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407883330
 8444406294519 ;AL ;PILAR ;CENTRO ;R PROJETADA, N. 0, ;54.353,48;90.000,00;39.61;Casa, 0.00 de área total, 55.46 de área privativa, 80.48 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406294519
 8555520089076 ;AL ;PILAR ;CENTRO ;RUA DO ARAME, N. 406, ;88.518,56;145.000,00;38.96;Casa, 0.00 de área total, 105.42 de área privativa, 305.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555520089076
 1444417602556 ;AL ;PILAR ;CENTRO ; RUA JOÃO GOMES DE ALMEIDA, N. 29, LT-07 QD-P ;153.592,75;241.000,00;36.27;Casa, 115.50 de área total, 115.50 de área privativa, 214.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417602556
 8444416586830 ;AL ;PILAR ;CHÃ DE PILAR ; RUA SESQUICENTENÁRIO, N. 30, COHAB ;143.930,34;135.000,00;0.00;Casa, 103.12 de área total, 103.12 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416586830
 8444418658260 ;AL ;PORTO CALVO ;CENTRO ;RUA MARIA LUIZA DE GUSMAO BARBOSA, N. SN, LT 01, QD E ;71.540,22;130.000,00;44.97;Casa, 0.00 de área total, 78.00 de área privativa, 135.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418658260
 8444415746290 ;AL ;PORTO REAL DO COLEGIO ;CENTRO ; RUA B, N. SN, QUADRA -F ;80.957,01;133.972,04;39.58;Casa, 0.00 de área total, 95.00 de área privativa, 147.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415746290
 8444409101479 ;AL ;PORTO REAL DO COLEGIO ;CENTRO ; RUA EM PROJETO B, N. SN, QDB LT10 LOT LOT NOSSA SRA DA CONCEIÇÃ ;135.500,00;135.500,00;0.00;Casa, 77.00 de área total, 77.00 de área privativa, 114.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409101479
 8555523355389 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, LT 9, QD A ;23.620,47;85.550,00;72.39;Casa, 0.00 de área total, 54.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523355389
 8444416712364 ;AL ;RIO LARGO ;CENTRO ;RUA DR EMILIO DE MAIA EM PROJETO LOTE 07 QUADRA C, N. SN, LT 07 QD C ;43.302,97;155.000,00;72.07;Casa, 0.00 de área total, 53.58 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416712364
 8555525183305 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AVENIDA JOSE MANHAS, N. 35, CS 11A LT 11 QD A ;46.404,59;100.224,95;53.70;Casa, 0.00 de área total, 50.13 de área privativa, 50.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525183305
 8555523354269 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, CS 03 LT 03 QD A ;54.351,22;117.000,00;53.55;Casa, 0.00 de área total, 67.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523354269
 8555523503132 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AV JOSE MANHAS, N. 35, CASA 7 A ;40.037,47;85.300,02;53.07;Casa, 0.00 de área total, 50.13 de área privativa, 50.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523503132
 8555526162905 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AVENIDA JOSE MANHAS, N. 35, CS 10A LT 10 QD A ;42.243,51;90.000,00;53.07;Casa, 0.00 de área total, 54.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526162905
 8555523352452 ;AL ;RIO LARGO ;CENTRO ;AV JOSE MANHAS, N. 35, CS 6 A ;43.651,63;93.000,00;53.07;Casa, 0.00 de área total, 50.13 de área privativa, 53.81 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523352452
 8555523397650 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, CS 05  PAV TERREO ;46.937,23;100.000,00;53.07;Casa, 0.00 de área total, 67.68 de área privativa, 67.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523397650
 8555523680816 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, QD A CS 16 A ;48.317,74;100.000,00;51.69;Casa, 0.00 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523680816
 8555525017839 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, . ;57.548,35;117.000,00;50.82;Casa, 0.00 de área total, 67.68 de área privativa, 67.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525017839
 8555536111858 ;AL ;RIO LARGO ;B PREFEITO ANTONIO L ;RUA JOSE MONTEIRO DE MELO, N. 83, . ;61.909,17;120.000,00;48.41;Casa, 0.00 de área total, 55.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536111858
 1444417818346 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;RUA EM PROJETO, N. 1, LT 04, QD A ;64.768,73;120.294,39;46.16;Casa, 0.00 de área total, 54.60 de área privativa, 105.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417818346
