
 Lista de Imóveis da Caixa;;Data de geração:;19/09/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444418093337 ;SP ;JACAREI ;JARDIM BELA VISTA ;RUA IRENE PUCCI AFFANATO, N. 249, ;219.230,28;343.990,84;36.27;Casa, 172.97 de área total, 172.97 de área privativa, 422.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418093337
 1444418233376 ;SP ;JACAREI ;JARDIM SANT'ANNA DO PEDREGULHO ;RUA  ANNA ZILDA VIANNA, N. 11, QD 21 ;157.416,63;247.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 344.26 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418233376
 1444410542710 ;SP ;JACAREI ;BAIRRO DO COLONIA ;AVENIDA JOSE THEODORO DE SIQUEIRA, N. 169, Apto 31, VG N 130 ;205.852,52;323.000,00;36.27;Apartamento, 124.65 de área total, 73.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410542710
 8555530463329 ;SP ;JACAREI ;JARDIM PARAISO ;RUA ENIO FERRAZ DE ARAUJO, N. 515, Apto 613, TR 6 PAV 1 VG 75 ;185.000,00;185.000,00;0.00;Apartamento, 48.00 de área total, 48.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530463329
 1787701250114 ;SP ;JACAREI ;PARQUE DOS PRINCIPES ;AVENIDA GUARDA MUNICIPAL JOSUE SANTANA, N. 598, Apto 135S, TORRE FLORA DA SERRA - T 02 ;253.000,00;253.000,00;0.00;Apartamento, 90.47 de área total, 46.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701250114
 8444400808391 ;SP ;JACAREI ;PARQUE DOS PRINCIPES ;RUA IMPERATRIZ ELIZABETH DA AUSTRIA, N. 175, QD 25B NUMERO 03 ;290.000,00;290.000,00;0.00;Casa, 101.55 de área total, 66.55 de área privativa, 145.27 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400808391
 8787713038865 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 301, BL 09 ;198.000,00;198.000,00;0.00;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713038865
 8555536731554 ;SP ;JACAREI ;JARDIM YOLANDA ; RUA HILÁRIO VILLAR, N. 429, Apto 402, 4ºPAV, BL 4 ;187.000,00;187.000,00;0.00;Apartamento, 65.21 de área total, 42.21 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536731554
 8444425048536 ;SP ;JACUPIRANGA ;JARDIM BOTUJURU ; RUA ITAPUÃ, N. 19, ;160.000,00;160.000,00;0.00;Casa, 51.20 de área total, 51.20 de área privativa, 175.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425048536
 8555536777015 ;SP ;JAGUARIUNA ;RECANTO CAMANDUCAIA ;RUA PEDRO LANA, N. 359, Apto 32, BL 21 ;112.951,62;205.000,00;44.91;Apartamento, 0.00 de área total, 43.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536777015
 8444411175689 ;SP ;JAGUARIUNA ;LOTEAMENTO SANTO ANTONIO ;PRACA JOAQUIM RODRIGUES SEIXAS, N. 100, Apto 22, ;175.261,43;275.000,00;36.27;Apartamento, 0.00 de área total, 56.88 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411175689
 1444413396862 ;SP ;JALES ;RESIDENCIAL PAINEIRAS ;RUA SILVIA CRISTINA DE CASTRO LUIS, N. 2125, LT 23, QD B ;518.773,84;814.000,00;36.27;Casa, 207.52 de área total, 207.52 de área privativa, 210.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 2 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413396862
 8100400288443 ;SP ;JANDIRA ;JANDIRA ;RUA BARTOLOMEU DE GUSMAO, N. 07, Apto 42, BL 03 ;181.634,58;285.000,00;36.27;Apartamento, 91.22 de área total, 79.93 de área privativa, 0.00 de área do terreno,  2 qto(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8100400288443
 1555527988876 ;SP ;JANDIRA ;VILA LUCINDA ;RUA KLAERCIA ALVES ROCHA, N. 80, CS 13 TIPO A ;173.349,49;272.000,00;36.27;Casa, 130.53 de área total, 57.92 de área privativa, 52.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527988876
 8555506560859 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;AVENIDA ANTONIO BARDELLA, N. 17, Apto 72, BL O ;280.500,00;280.500,00;0.00;Apartamento, 87.98 de área total, 47.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555506560859
 8787703207168 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 155, Apto 04, TORRE 08 ;245.000,00;245.000,00;0.00;Apartamento, 77.73 de área total, 45.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703207168
 8555536899706 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 0, Apto 61, BLOCO 9 ;227.144,58;196.000,00;0.00;Apartamento, 95.25 de área total, 45.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536899706
 8787714236792 ;SP ;JARDINOPOLIS ;CENTRO ;AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 204, BL 11 ;96.889,22;163.500,00;40.75;Apartamento, 153.64 de área total, 45.07 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714236792
 8444431367532 ;SP ;JARDINOPOLIS ;JARDIM SANTA FE ; RUA PAULO ROSA, N. 792, LT 21 QD 06 ;171.445,26;280.000,00;38.77;Casa, 142.30 de área total, 142.30 de área privativa, 160.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444431367532
 8787704911500 ;SP ;JARDINOPOLIS ;CENTRO ; AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 102, BL 07 ;155.000,00;155.000,00;0.00;Apartamento, 146.90 de área total, 49.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704911500
 8787708781555 ;SP ;JARDINOPOLIS ;CENTRO ; AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 204, BL 2 ;162.000,00;162.000,00;0.00;Apartamento, 153.64 de área total, 45.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708781555
 1444420690010 ;SP ;JARDINOPOLIS ;JARDINÓPOLIS ; RUA 03, N. 131, LT 12B QD 01 ;621.751,05;435.000,00;0.00;Casa, 112.05 de área total, 112.05 de área privativa, 2520.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420690010
 1444418355331 ;SP ;JARINU ;VILA NOVA TRIESTE ;RUA DANUBIO, N. 29, CS 11 ;178.448,00;280.000,00;36.27;Casa, 65.40 de área total, 65.40 de área privativa, 90.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418355331
 1444423450622 ;SP ;JARINU ;ESTANCIA SANTA HELENA ;RUA VALE DOS GIRASSOIS, N. 175, LT 6A, QD 09 ;541.717,16;850.000,00;36.27;Casa, 317.35 de área total, 172.86 de área privativa, 1884.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444423450622
 1444416187636 ;SP ;JARINU ;VILA NOVA TRIESTE ; RUA SCIPIAO, N. 480, RESIDENCIA 01 ;367.000,00;367.000,00;0.00;Casa, 113.12 de área total, 83.73 de área privativa, 104.25 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416187636
 8444415312826 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, LT16 QD 15 ;48.028,86;100.769,25;52.34;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415312826
 8444426154062 ;SP ;JAU ;SEM REFERENCIA ;RUA WALDOMIRO MESQUITA, N. 145, ;128.740,08;213.000,00;39.56;Casa, 62.50 de área total, 27.50 de área privativa, 169.83 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426154062
 8444430042184 ;SP ;JAU ;JARDIM ALVORADA II ;RUA ETELVINO  TEIXEIRA, N. 358, ;125.718,01;208.000,00;39.56;Terreno, 70.00 de área total, 0.00 de área privativa, 125.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430042184
 8444415475679 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, PARTE LTS 15 E 16 QD 16 ;44.050,41;72.700,00;39.41;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415475679
 8444416263527 ;SP ;JAU ;CHACARA FLORA ;RUA ELIAS LETAIF, N. 70, LT 08 QD 11 ;140.498,33;223.217,55;37.06;Casa, 0.00 de área total, 95.10 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416263527
 1444420660537 ;SP ;JAU ;JARDIM CILA DE LUCIO BAUAB ;RUA LEONARDO CARDOSO ( ANTIGA RUA 03), N. 204, LT 44 QD 08 ;138.473,13;220.000,00;37.06;Prédio, 105.46 de área total, 51.46 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420660537
 8555521125190 ;SP ;JAU ;JARDIM ITATIAIA ;RUA LEONARDO PAVANELLI, N. 201, SN, E40 ;45.892,50;70.000,00;34.44;Casa, 40.20 de área total, 40.20 de área privativa, 191.48 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521125190
 8787710687145 ;SP ;JAU ;CONDOMINIO RESIDENCIAL BEM VIVER ;RUA ANTONIO DIAS DA SILVA, N. 401, VIA ANTONIO DIAS DA SILVA, CASA E111 ;185.000,00;185.000,00;0.00;Casa, 55.00 de área total, 55.00 de área privativa, 143.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710687145
 1444415617440 ;SP ;JAU ;JARDIM JOAO BALLAN II ;RUA CLOVIS BERGAMIN, N. 70, LT 07, QD F ;306.437,99;300.000,00;0.00;Casa, 163.10 de área total, 40.03 de área privativa, 200.00 de área do terreno,  3 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415617440
 1444420773196 ;SP ;JAU ;RESIDENCIAL CAMPO BELO ;RUA CYNIRA PAULA LEITE DE ALMEIDA PRADO, N. SN, LT 27, QD 20 ;237.089,15;143.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 275.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420773196
 8555540043209 ;SP ;JOSE BONIFACIO ;RESIDENCIAL VITORIA ; AV JORGE FELIX DE MENDONCA, N. 185, LT 18 QD J ;114.838,57;190.000,00;39.56;Casa, 56.00 de área total, 56.00 de área privativa, 170.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540043209
 8444414890206 ;SP ;JUNDIAI ;JARDIM COLONIA ;RUA ATIBAIA, N. 500, Apto A203, APTO A2-03  BL A ;245.702,73;218.000,00;0.00;Apartamento, 0.00 de área total, 48.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414890206
 8444425509622 ;SP ;LEME ;JARDIM ELDORADO ;RUA ALCIDES BACARIN, N. 74, Apto 0, LT 08 QD 04 PARTE 01 ;104.000,35;180.000,00;42.23;Casa, 0.00 de área total, 39.40 de área privativa, 125.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425509622
 8555536340733 ;SP ;LEME ;JARDIM EMPYREO ;RUA PROFESSOR ANTONIO ROVERSI, N. 1051, Apto ., QD 38, LT 23 ;96.489,21;167.000,00;42.23;Casa, 0.00 de área total, 49.62 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536340733
 8555513627610 ;SP ;LEME ;PARQUE RESIDENCIAL ITAMARATY ;RUA MACHADO DE ASSIS, N. 171, LT 14 LT 15 QD 15 ;77.622,60;134.000,00;42.08;Casa, 62.40 de área total, 62.40 de área privativa, 124.85 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513627610
 8787713162671 ;SP ;LEME ;JARDIM FLORIDA ;RUA MARCUS VINICIUS MISSON (ANTIGA RUA 7), N. 169, LT 14 QD T ;84.892,14;145.000,00;41.46;Casa, 45.22 de área total, 45.22 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713162671
 8787712717130 ;SP ;LEME ;JARDIM FLORIDA ;RUA MARCUS VINICIUS MISSON, N. 141, LT 18 QD T ;103.704,06;175.000,00;40.75;Casa, 45.22 de área total, 45.22 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712717130
 8787712787422 ;SP ;LEME ;JARDIM FLORIDA ;RUA MARCUS VINICIUS MISSON, N. 155, LT 16 QD T ;100.741,08;170.000,00;40.75;Casa, 45.22 de área total, 45.22 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712787422
 8555502841470 ;SP ;LEME ;JARDIM RESIDENCIAL SAULO ;R JOAO SINEZIO, N. 36, PARTE LT 92 QD E ;112.941,00;186.860,48;39.56;Casa, 61.84 de área total, 61.84 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555502841470
 8444414776152 ;SP ;LEME ;JARDIM ADELINA ;RUA ANTONIO FIOCCO, N. 116, . ;148.000,00;148.000,00;0.00;Casa, 0.00 de área total, 51.30 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414776152
 8787711636730 ;SP ;LEME ;JARDIM DO SOL ;RUA MARIA FERCEM, N. 232, Apto 502, TORRE 13 PAV 5 TIPO I ;220.180,38;192.034,60;0.00;Apartamento, 52.09 de área total, 52.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711636730
 8787713182680 ;SP ;LEME ;JARDIM DO SOL ;RUA MARIA FERCEM, N. 232, Apto 304, TORRE 5 ;256.396,27;180.000,00;0.00;Apartamento, 122.12 de área total, 52.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713182680
 8787712716568 ;SP ;LENCOIS PAULISTA ;JARDIM NOVA LENCOIS ;AVENIDA DOS IMIGRANTES, N. 400, Apto 502B, BL B ;133.200,00;222.000,00;40.00;Apartamento, 76.71 de área total, 48.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712716568
 8787713619965 ;SP ;LENCOIS PAULISTA ;JARDIM NOVA LENCOIS ;AVENIDA DOS IMIGRANTES, N. 400, Apto 805B, BL B VG 136 ;250.000,00;250.000,00;0.00;Apartamento, 76.08 de área total, 44.76 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713619965
 8444430223570 ;SP ;LIMEIRA ;PARQUE HIPPOLYTO ;R DR RENATO KEHL, N. 195, Apto 108, TORRE EQUILIBRIO ;150.014,60;245.000,00;38.77;Apartamento, 97.52 de área total, 54.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC Emp, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430223570
 8787716893588 ;SP ;LIMEIRA ;CHACARAS ANTONIETA ;AVENIDA CONEGO MANOEL ALVES, N. 1791, Apto 48, TORRE A ;313.000,00;313.000,00;0.00;Apartamento, 83.86 de área total, 50.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787716893588
 8555505800724 ;SP ;LIMEIRA ;JARDIM SAO LOURENCO ;RUA MANOEL FERRAZ DA SILVEIRA, N. 100, LT 42 QD H ;255.000,00;255.000,00;0.00;Casa, 124.87 de área total, 74.87 de área privativa, 140.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505800724
 8787713699934 ;SP ;LIMEIRA ;VALE DAS ESMERALDAS ;RUA ANNA DELFINA DA SILVA, N. 88, Apto 203, PAV 2, BL 3 ;350.000,00;350.000,00;0.00;Apartamento, 67.93 de área total, 55.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713699934
 8787714226827 ;SP ;LIMEIRA ;VALE DAS ESMERALDAS ;RUA ANNA DELFINA DA SILVA, N. 88, Apto 102, PAV 1, TERREO BL 08 ;320.000,00;320.000,00;0.00;Apartamento, 123.32 de área total, 55.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714226827
 8787715804816 ;SP ;LIMEIRA ;VALE DAS ESMERALDAS ;RUA ANNA DELFINA DA SILVA, N. 88, Apto 1101, PAV 11 BL 01 VG 377 ;300.000,00;300.000,00;0.00;Apartamento, 112.42 de área total, 56.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715804816
 8787703363887 ;SP ;LIMEIRA ;RESIDENCIAL COSTA VERDE ;RUA ANTONIO DAROSSI, N. 56, Apto 201, PAV 02 BL 03 VG45 ;176.025,44;175.000,00;0.00;Apartamento, 87.29 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703363887
 8787709291373 ;SP ;LIMEIRA ;FAZENDA DUAS BARRAS ;AVENIDA PEDRO PERISSOTTO, N. 2611, Apto 104, BL 09 ;185.211,53;180.203,14;0.00;Apartamento, 43.20 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709291373
 8787713272914 ;SP ;LIMEIRA ;RESIDENCIAL JARDINS DE LIMEIRA ;RUA AMELIA GARRIDO DE OLIVEIRA LEME, N. 86, Apto 12, BL A ;241.319,82;228.000,00;0.00;Apartamento, 120.39 de área total, 52.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713272914
 8787704870073 ;SP ;LINS ;RESIDENCIAL SANTANA ;RUA PAULO ANGELO MOREIRA DA SILVA, N. 30, LT 3 QD W ;74.696,10;165.000,00;54.73;Casa, 0.00 de área total, 45.47 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704870073
 10196827 ;SP ;LINS ;JARDIM AMERICANO ;RUA JOAO MOREIRA DA SILVA, N. 00, Apto 32A ;137.659,88;270.000,00;49.02;Apartamento, 0.00 de área total, 76.67 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10196827
